arm,game_id,game_date,away,home,cutoff,pick,actual,correct,home_win_prob,selected_decimal_odds,stake,net_pnl
B,LAC-HOU-2025-12-11,2025-12-11,LAC,HOU,2025-12-10,HOU,HOU,1,0.63,1.3237554899786077,100.0,32.38
C,LAC-HOU-2025-12-11,2025-12-11,LAC,HOU,2025-12-10,HOU,HOU,1,0.8148,1.3237554899786077,100.0,32.38
A,POR-NOP-2025-12-11,2025-12-11,POR,NOP,2025-12-10,POR,NOP,0,0.457232,1.6098968398025695,100.0,-100.0
B,POR-NOP-2025-12-11,2025-12-11,POR,NOP,2025-12-10,POR,NOP,0,0.43,1.6098968398025695,100.0,-100.0
C,POR-NOP-2025-12-11,2025-12-11,POR,NOP,2025-12-10,POR,NOP,0,0.4572,1.6098968398025695,100.0,-100.0
A,ATL-DET-2025-12-12,2025-12-12,ATL,DET,2025-12-11,DET,DET,1,0.720752,1.3939374523829573,100.0,39.39
B,ATL-DET-2025-12-12,2025-12-12,ATL,DET,2025-12-11,DET,DET,1,0.63,1.3939374523829573,100.0,39.39
C,ATL-DET-2025-12-12,2025-12-12,ATL,DET,2025-12-11,DET,DET,1,0.72,1.3939374523829573,100.0,39.39
A,BRK-DAL-2025-12-12,2025-12-12,BRK,DAL,2025-12-11,DAL,DAL,1,0.61301,1.3939374523829573,100.0,39.39
B,BRK-DAL-2025-12-12,2025-12-12,BRK,DAL,2025-12-11,DAL,DAL,1,0.63,1.3939374523829573,100.0,39.39
C,BRK-DAL-2025-12-12,2025-12-12,BRK,DAL,2025-12-11,DAL,DAL,1,0.613,1.3939374523829573,100.0,39.39
A,CHI-CHO-2025-12-12,2025-12-12,CHI,CHO,2025-12-11,CHO,CHI,0,0.561332,2.3216361868264386,100.0,-100.0
B,CHI-CHO-2025-12-12,2025-12-12,CHI,CHO,2025-12-11,CHI,CHI,1,0.43,1.648072857790548,100.0,64.81
C,CHI-CHO-2025-12-12,2025-12-12,CHI,CHO,2025-12-11,CHO,CHI,0,0.5613,2.3216361868264386,100.0,-100.0
A,CLE-WAS-2025-12-12,2025-12-12,CLE,WAS,2025-12-11,CLE,CLE,1,0.270459,1.085813224077897,100.0,8.58
B,CLE-WAS-2025-12-12,2025-12-12,CLE,WAS,2025-12-11,CLE,CLE,1,0.3,1.085813224077897,100.0,8.58
C,CLE-WAS-2025-12-12,2025-12-12,CLE,WAS,2025-12-11,CLE,CLE,1,0.27,1.085813224077897,100.0,8.58
A,IND-PHI-2025-12-12,2025-12-12,IND,PHI,2025-12-11,PHI,PHI,1,0.65706,1.4765224814319189,100.0,47.65
B,IND-PHI-2025-12-12,2025-12-12,IND,PHI,2025-12-11,IND,PHI,0,0.48,2.775981354600629,100.0,-100.0
C,IND-PHI-2025-12-12,2025-12-12,IND,PHI,2025-12-11,PHI,PHI,1,0.6571,1.4765224814319189,100.0,47.65
A,MIN-GSW-2025-12-12,2025-12-12,MIN,GSW,2025-12-11,MIN,MIN,1,0.474491,2.577547629742829,100.0,157.75
B,MIN-GSW-2025-12-12,2025-12-12,MIN,GSW,2025-12-11,GSW,MIN,0,0.53,1.5395645124767854,100.0,-100.0
C,MIN-GSW-2025-12-12,2025-12-12,MIN,GSW,2025-12-11,MIN,MIN,1,0.4745,2.577547629742829,100.0,157.75
A,UTA-MEM-2025-12-12,2025-12-12,UTA,MEM,2025-12-11,MEM,UTA,0,0.674546,1.3692645512979118,100.0,-100.0
B,UTA-MEM-2025-12-12,2025-12-12,UTA,MEM,2025-12-11,MEM,UTA,0,0.63,1.3692645512979118,100.0,-100.0
C,UTA-MEM-2025-12-12,2025-12-12,UTA,MEM,2025-12-11,MEM,UTA,0,0.6745,1.3692645512979118,100.0,-100.0
A,NYK-ORL-2025-12-13,2025-12-13,NYK,ORL,2025-12-12,ORL,NYK,0,0.503213,2.487057668129615,100.0,-100.0
B,NYK-ORL-2025-12-13,2025-12-13,NYK,ORL,2025-12-12,NYK,NYK,1,0.46,1.573766072806432,100.0,57.38
C,NYK-ORL-2025-12-13,2025-12-13,NYK,ORL,2025-12-12,NYK,NYK,1,0.4968,1.573766072806432,100.0,57.38
A,SAS-OKC-2025-12-13,2025-12-13,SAS,OKC,2025-12-12,OKC,SAS,0,0.782619,1.2463014106447146,100.0,-100.0
B,SAS-OKC-2025-12-13,2025-12-13,SAS,OKC,2025-12-12,OKC,SAS,0,0.78,1.2463014106447146,100.0,-100.0
C,SAS-OKC-2025-12-13,2025-12-13,SAS,OKC,2025-12-12,OKC,SAS,0,0.78,1.2463014106447146,100.0,-100.0
A,CHO-CLE-2025-12-14,2025-12-14,CHO,CLE,2025-12-13,CLE,CHO,0,0.736151,1.1983526205738455,100.0,-100.0
B,CHO-CLE-2025-12-14,2025-12-14,CHO,CLE,2025-12-13,CLE,CHO,0,0.78,1.1983526205738455,100.0,-100.0
C,CHO-CLE-2025-12-14,2025-12-14,CHO,CLE,2025-12-13,CLE,CHO,0,0.7362,1.1983526205738455,100.0,-100.0
A,GSW-POR-2025-12-14,2025-12-14,GSW,POR,2025-12-13,GSW,POR,0,0.403066,1.507183758778384,100.0,-100.0
B,GSW-POR-2025-12-14,2025-12-14,GSW,POR,2025-12-13,GSW,POR,0,0.48,1.507183758778384,100.0,-100.0
C,GSW-POR-2025-12-14,2025-12-14,GSW,POR,2025-12-13,GSW,POR,0,0.4031,1.507183758778384,100.0,-100.0
A,LAL-PHO-2025-12-14,2025-12-14,LAL,PHO,2025-12-13,LAL,LAL,1,0.410307,2.107534892963796,100.0,110.75
B,LAL-PHO-2025-12-14,2025-12-14,LAL,PHO,2025-12-13,LAL,LAL,1,0.48,2.107534892963796,100.0,110.75
C,LAL-PHO-2025-12-14,2025-12-14,LAL,PHO,2025-12-13,LAL,LAL,1,0.41,2.107534892963796,100.0,110.75
A,MIL-BRK-2025-12-14,2025-12-14,MIL,BRK,2025-12-13,BRK,BRK,1,0.597427,2.1075348929637956,100.0,110.75
B,MIL-BRK-2025-12-14,2025-12-14,MIL,BRK,2025-12-13,MIL,BRK,0,0.48,1.776161052107465,100.0,-100.0
C,MIL-BRK-2025-12-14,2025-12-14,MIL,BRK,2025-12-13,MIL,BRK,0,0.4026,1.776161052107465,100.0,-100.0
A,NOP-CHI-2025-12-14,2025-12-14,NOP,CHI,2025-12-13,CHI,NOP,0,0.576649,1.5395645124767854,100.0,-100.0
B,NOP-CHI-2025-12-14,2025-12-14,NOP,CHI,2025-12-13,NOP,NOP,1,0.48,2.577547629742829,100.0,157.75
C,NOP-CHI-2025-12-14,2025-12-14,NOP,CHI,2025-12-13,CHI,NOP,0,0.5766,1.5395645124767854,100.0,-100.0
A,PHI-ATL-2025-12-14,2025-12-14,PHI,ATL,2025-12-13,ATL,ATL,1,0.584234,1.5395645124767854,100.0,53.96
B,PHI-ATL-2025-12-14,2025-12-14,PHI,ATL,2025-12-13,PHI,ATL,0,0.48,2.577547629742829,100.0,-100.0
C,PHI-ATL-2025-12-14,2025-12-14,PHI,ATL,2025-12-13,ATL,ATL,1,0.5842,1.5395645124767854,100.0,53.96
A,SAC-MIN-2025-12-14,2025-12-14,SAC,MIN,2025-12-13,MIN,MIN,1,0.81501,1.2829249092441042,100.0,28.29
B,SAC-MIN-2025-12-14,2025-12-14,SAC,MIN,2025-12-13,MIN,MIN,1,0.56,1.2829249092441042,100.0,28.29
C,SAC-MIN-2025-12-14,2025-12-14,SAC,MIN,2025-12-13,MIN,MIN,1,0.815,1.2829249092441042,100.0,28.29
A,WAS-IND-2025-12-14,2025-12-14,WAS,IND,2025-12-13,IND,WAS,0,0.763817,1.2641145649612964,100.0,-100.0
B,WAS-IND-2025-12-14,2025-12-14,WAS,IND,2025-12-13,IND,WAS,0,0.68,1.2641145649612964,100.0,-100.0
C,WAS-IND-2025-12-14,2025-12-14,WAS,IND,2025-12-13,IND,WAS,0,0.76,1.2641145649612964,100.0,-100.0
A,DAL-UTA-2025-12-15,2025-12-15,DAL,UTA,2025-12-14,DAL,UTA,0,0.483443,1.8238544966618404,100.0,-100.0
B,DAL-UTA-2025-12-15,2025-12-15,DAL,UTA,2025-12-14,DAL,UTA,0,0.43,1.8238544966618404,100.0,-100.0
C,DAL-UTA-2025-12-15,2025-12-15,DAL,UTA,2025-12-14,DAL,UTA,0,0.4834,1.8238544966618404,100.0,-100.0
A,DET-BOS-2025-12-15,2025-12-15,DET,BOS,2025-12-14,DET,DET,1,0.472438,2.107534892963796,100.0,110.75
B,DET-BOS-2025-12-15,2025-12-15,DET,BOS,2025-12-14,BOS,DET,0,0.53,1.776161052107465,100.0,-100.0
C,DET-BOS-2025-12-15,2025-12-15,DET,BOS,2025-12-14,DET,DET,1,0.4724,2.107534892963796,100.0,110.75
A,HOU-DEN-2025-12-15,2025-12-15,HOU,DEN,2025-12-14,DEN,DEN,1,0.538167,2.044109227706064,100.0,104.41
B,HOU-DEN-2025-12-15,2025-12-15,HOU,DEN,2025-12-14,DEN,DEN,1,0.53,2.044109227706064,100.0,104.41
C,HOU-DEN-2025-12-15,2025-12-15,HOU,DEN,2025-12-14,DEN,DEN,1,0.5382,2.044109227706064,100.0,104.41
A,MEM-LAC-2025-12-15,2025-12-15,MEM,LAC,2025-12-14,MEM,MEM,1,0.442226,2.775981354600629,100.0,177.6
B,MEM-LAC-2025-12-15,2025-12-15,MEM,LAC,2025-12-14,MEM,MEM,1,0.48,2.775981354600629,100.0,177.6
C,MEM-LAC-2025-12-15,2025-12-15,MEM,LAC,2025-12-14,MEM,MEM,1,0.4422,2.775981354600629,100.0,177.6
A,TOR-MIA-2025-12-15,2025-12-15,TOR,MIA,2025-12-14,MIA,TOR,0,0.649593,1.5395645124767854,100.0,-100.0
B,TOR-MIA-2025-12-15,2025-12-15,TOR,MIA,2025-12-14,MIA,TOR,0,0.63,1.5395645124767854,100.0,-100.0
C,TOR-MIA-2025-12-15,2025-12-15,TOR,MIA,2025-12-14,MIA,TOR,0,0.65,1.5395645124767854,100.0,-100.0
A,SAS-NYK-2025-12-16,2025-12-16,SAS,NYK,2025-12-15,NYK,NYK,1,0.649475,1.688418440706501,100.0,68.84
B,SAS-NYK-2025-12-16,2025-12-16,SAS,NYK,2025-12-15,NYK,NYK,1,0.58,1.688418440706501,100.0,68.84
C,SAS-NYK-2025-12-16,2025-12-16,SAS,NYK,2025-12-15,NYK,NYK,1,0.6495,1.688418440706501,100.0,68.84
A,CLE-CHI-2025-12-17,2025-12-17,CLE,CHI,2025-12-16,CLE,CHI,0,0.492269,1.4765224814319189,100.0,-100.0
B,CLE-CHI-2025-12-17,2025-12-17,CLE,CHI,2025-12-16,CLE,CHI,0,0.38,1.4765224814319189,100.0,-100.0
C,CLE-CHI-2025-12-17,2025-12-17,CLE,CHI,2025-12-16,CLE,CHI,0,0.4923,1.4765224814319189,100.0,-100.0
A,MEM-MIN-2025-12-17,2025-12-17,MEM,MIN,2025-12-16,MIN,MEM,0,0.675439,1.419985256803251,100.0,-100.0
B,MEM-MIN-2025-12-17,2025-12-17,MEM,MIN,2025-12-16,MIN,MEM,0,0.53,1.419985256803251,100.0,-100.0
C,MEM-MIN-2025-12-17,2025-12-17,MEM,MIN,2025-12-16,MIN,MEM,0,0.6754,1.419985256803251,100.0,-100.0
A,ATL-CHO-2025-12-18,2025-12-18,ATL,CHO,2025-12-17,ATL,CHO,0,0.401666,1.5395645124767854,100.0,-100.0
B,ATL-CHO-2025-12-18,2025-12-18,ATL,CHO,2025-12-17,ATL,CHO,0,0.43,1.5395645124767854,100.0,-100.0
C,ATL-CHO-2025-12-18,2025-12-18,ATL,CHO,2025-12-17,ATL,CHO,0,0.4017,1.5395645124767854,100.0,-100.0
A,DET-DAL-2025-12-18,2025-12-18,DET,DAL,2025-12-17,DET,DAL,0,0.297397,1.6098968398025695,100.0,-100.0
B,DET-DAL-2025-12-18,2025-12-18,DET,DAL,2025-12-17,DET,DAL,0,0.46,1.6098968398025695,100.0,-100.0
C,DET-DAL-2025-12-18,2025-12-18,DET,DAL,2025-12-17,DET,DAL,0,0.3,1.6098968398025695,100.0,-100.0
A,GSW-PHO-2025-12-18,2025-12-18,GSW,PHO,2025-12-17,GSW,PHO,0,0.489296,1.688418440706501,100.0,-100.0
B,GSW-PHO-2025-12-18,2025-12-18,GSW,PHO,2025-12-17,GSW,PHO,0,0.43,1.688418440706501,100.0,-100.0
C,GSW-PHO-2025-12-18,2025-12-18,GSW,PHO,2025-12-17,GSW,PHO,0,0.4893,1.688418440706501,100.0,-100.0
A,HOU-NOP-2025-12-18,2025-12-18,HOU,NOP,2025-12-17,HOU,NOP,0,0.374728,1.2829249092441042,100.0,-100.0
B,HOU-NOP-2025-12-18,2025-12-18,HOU,NOP,2025-12-17,HOU,NOP,0,0.43,1.2829249092441042,100.0,-100.0
C,HOU-NOP-2025-12-18,2025-12-18,HOU,NOP,2025-12-17,HOU,NOP,0,0.3747,1.2829249092441042,100.0,-100.0
A,LAC-OKC-2025-12-18,2025-12-18,LAC,OKC,2025-12-17,OKC,OKC,1,0.933363,1.085813224077897,100.0,8.58
B,LAC-OKC-2025-12-18,2025-12-18,LAC,OKC,2025-12-17,OKC,OKC,1,0.68,1.085813224077897,100.0,8.58
C,LAC-OKC-2025-12-18,2025-12-18,LAC,OKC,2025-12-17,OKC,OKC,1,0.9334,1.085813224077897,100.0,8.58
A,LAL-UTA-2025-12-18,2025-12-18,LAL,UTA,2025-12-17,LAL,LAL,1,0.436302,1.3692645512979118,100.0,36.93
B,LAL-UTA-2025-12-18,2025-12-18,LAL,UTA,2025-12-17,LAL,LAL,1,0.43,1.3692645512979118,100.0,36.93
C,LAL-UTA-2025-12-18,2025-12-18,LAL,UTA,2025-12-17,LAL,LAL,1,0.4363,1.3692645512979118,100.0,36.93
A,MIA-BRK-2025-12-18,2025-12-18,MIA,BRK,2025-12-17,MIA,MIA,1,0.499297,1.2134668931941166,100.0,21.35
B,MIA-BRK-2025-12-18,2025-12-18,MIA,BRK,2025-12-17,MIA,MIA,1,0.43,1.2134668931941166,100.0,21.35
C,MIA-BRK-2025-12-18,2025-12-18,MIA,BRK,2025-12-17,MIA,MIA,1,0.4993,1.2134668931941166,100.0,21.35
A,NYK-IND-2025-12-18,2025-12-18,NYK,IND,2025-12-17,NYK,NYK,1,0.255204,1.688418440706501,100.0,68.84
B,NYK-IND-2025-12-18,2025-12-18,NYK,IND,2025-12-17,NYK,NYK,1,0.43,1.688418440706501,100.0,68.84
C,NYK-IND-2025-12-18,2025-12-18,NYK,IND,2025-12-17,NYK,NYK,1,0.2552,1.688418440706501,100.0,68.84
A,ORL-DEN-2025-12-18,2025-12-18,ORL,DEN,2025-12-17,DEN,DEN,1,0.658548,1.4765224814319189,100.0,47.65
B,ORL-DEN-2025-12-18,2025-12-18,ORL,DEN,2025-12-17,DEN,DEN,1,0.63,1.4765224814319189,100.0,47.65
C,ORL-DEN-2025-12-18,2025-12-18,ORL,DEN,2025-12-17,DEN,DEN,1,0.659,1.4765224814319189,100.0,47.65
A,SAC-POR-2025-12-18,2025-12-18,SAC,POR,2025-12-17,POR,POR,1,0.685745,1.3237554899786077,100.0,32.38
B,SAC-POR-2025-12-18,2025-12-18,SAC,POR,2025-12-17,SAC,POR,0,0.46,3.545175504020132,100.0,-100.0
C,SAC-POR-2025-12-18,2025-12-18,SAC,POR,2025-12-17,POR,POR,1,0.6857,1.3237554899786077,100.0,32.38
A,TOR-MIL-2025-12-18,2025-12-18,TOR,MIL,2025-12-17,TOR,TOR,1,0.407552,1.5395645124767854,100.0,53.96
B,TOR-MIL-2025-12-18,2025-12-18,TOR,MIL,2025-12-17,TOR,TOR,1,0.43,1.5395645124767854,100.0,53.96
C,TOR-MIL-2025-12-18,2025-12-18,TOR,MIL,2025-12-17,TOR,TOR,1,0.4076,1.5395645124767854,100.0,53.96
A,WAS-SAS-2025-12-18,2025-12-18,WAS,SAS,2025-12-17,SAS,SAS,1,0.845612,1.1131462361828037,100.0,11.31
B,WAS-SAS-2025-12-18,2025-12-18,WAS,SAS,2025-12-17,SAS,SAS,1,0.63,1.1131462361828037,100.0,11.31
C,WAS-SAS-2025-12-18,2025-12-18,WAS,SAS,2025-12-17,SAS,SAS,1,0.846,1.1131462361828037,100.0,11.31
A,CHI-CLE-2025-12-19,2025-12-19,CHI,CLE,2025-12-18,CLE,CHI,0,0.592238,1.3237554899786077,100.0,-100.0
B,CHI-CLE-2025-12-19,2025-12-19,CHI,CLE,2025-12-18,CHI,CHI,1,0.43,3.545175504020132,100.0,254.52
C,CHI-CLE-2025-12-19,2025-12-19,CHI,CLE,2025-12-18,CLE,CHI,0,0.5922,1.3237554899786077,100.0,-100.0
A,MIA-BOS-2025-12-19,2025-12-19,MIA,BOS,2025-12-18,BOS,BOS,1,0.693264,1.2829249092441042,100.0,28.29
B,MIA-BOS-2025-12-19,2025-12-19,MIA,BOS,2025-12-18,BOS,BOS,1,0.63,1.2829249092441042,100.0,28.29
C,MIA-BOS-2025-12-19,2025-12-19,MIA,BOS,2025-12-18,BOS,BOS,1,0.6933,1.2829249092441042,100.0,28.29
A,OKC-MIN-2025-12-19,2025-12-19,OKC,MIN,2025-12-18,OKC,MIN,0,0.387465,1.447485891745253,100.0,-100.0
B,OKC-MIN-2025-12-19,2025-12-19,OKC,MIN,2025-12-18,OKC,MIN,0,0.43,1.447485891745253,100.0,-100.0
C,OKC-MIN-2025-12-19,2025-12-19,OKC,MIN,2025-12-18,OKC,MIN,0,0.3875,1.447485891745253,100.0,-100.0
A,PHI-NYK-2025-12-19,2025-12-19,PHI,NYK,2025-12-18,NYK,PHI,0,0.575612,1.5395645124767854,100.0,-100.0
B,PHI-NYK-2025-12-19,2025-12-19,PHI,NYK,2025-12-18,NYK,PHI,0,0.63,1.5395645124767854,100.0,-100.0
C,PHI-NYK-2025-12-19,2025-12-19,PHI,NYK,2025-12-18,PHI,PHI,1,0.4244,2.577547629742829,100.0,157.75
A,SAS-ATL-2025-12-19,2025-12-19,SAS,ATL,2025-12-18,SAS,SAS,1,0.429716,1.419985256803251,100.0,42.0
B,SAS-ATL-2025-12-19,2025-12-19,SAS,ATL,2025-12-18,SAS,SAS,1,0.43,1.419985256803251,100.0,42.0
C,SAS-ATL-2025-12-19,2025-12-19,SAS,ATL,2025-12-18,SAS,SAS,1,0.43,1.419985256803251,100.0,42.0
A,BOS-TOR-2025-12-20,2025-12-20,BOS,TOR,2025-12-19,TOR,BOS,0,0.59262,1.6098968398025695,100.0,-100.0
B,BOS-TOR-2025-12-20,2025-12-20,BOS,TOR,2025-12-19,BOS,BOS,1,0.43,2.4018704589028004,100.0,140.19
C,BOS-TOR-2025-12-20,2025-12-20,BOS,TOR,2025-12-19,BOS,BOS,1,0.4074,2.4018704589028004,100.0,140.19
A,CHO-DET-2025-12-20,2025-12-20,CHO,DET,2025-12-19,DET,DET,1,0.818397,1.3237554899786077,100.0,32.38
B,CHO-DET-2025-12-20,2025-12-20,CHO,DET,2025-12-19,DET,DET,1,0.68,1.3237554899786077,100.0,32.38
C,CHO-DET-2025-12-20,2025-12-20,CHO,DET,2025-12-19,DET,DET,1,0.8184,1.3237554899786077,100.0,32.38
A,DAL-PHI-2025-12-20,2025-12-20,DAL,PHI,2025-12-19,DAL,PHI,0,0.464003,1.6098968398025695,100.0,-100.0
B,DAL-PHI-2025-12-20,2025-12-20,DAL,PHI,2025-12-19,DAL,PHI,0,0.48,1.6098968398025695,100.0,-100.0
C,DAL-PHI-2025-12-20,2025-12-20,DAL,PHI,2025-12-19,DAL,PHI,0,0.464,1.6098968398025695,100.0,-100.0
A,HOU-DEN-2025-12-20,2025-12-20,HOU,DEN,2025-12-19,DEN,HOU,0,0.589408,2.2460313670886856,100.0,-100.0
B,HOU-DEN-2025-12-20,2025-12-20,HOU,DEN,2025-12-19,DEN,HOU,0,0.63,2.2460313670886856,100.0,-100.0
C,HOU-DEN-2025-12-20,2025-12-20,HOU,DEN,2025-12-19,DEN,HOU,0,0.5894,2.2460313670886856,100.0,-100.0
A,IND-NOP-2025-12-20,2025-12-20,IND,NOP,2025-12-19,NOP,NOP,1,0.613123,1.419985256803251,100.0,42.0
B,IND-NOP-2025-12-20,2025-12-20,IND,NOP,2025-12-19,IND,NOP,0,0.48,3.00059409210862,100.0,-100.0
C,IND-NOP-2025-12-20,2025-12-20,IND,NOP,2025-12-19,NOP,NOP,1,0.6131,1.419985256803251,100.0,42.0
A,LAL-LAC-2025-12-20,2025-12-20,LAL,LAC,2025-12-19,LAL,LAC,0,0.302412,2.4018704589028004,100.0,-100.0
B,LAL-LAC-2025-12-20,2025-12-20,LAL,LAC,2025-12-19,LAL,LAC,0,0.48,2.4018704589028004,100.0,-100.0
C,LAL-LAC-2025-12-20,2025-12-20,LAL,LAC,2025-12-19,LAL,LAC,0,0.3024,2.4018704589028004,100.0,-100.0
A,ORL-UTA-2025-12-20,2025-12-20,ORL,UTA,2025-12-19,ORL,ORL,1,0.43121,1.2829249092441042,100.0,28.29
B,ORL-UTA-2025-12-20,2025-12-20,ORL,UTA,2025-12-19,ORL,ORL,1,0.43,1.2829249092441042,100.0,28.29
C,ORL-UTA-2025-12-20,2025-12-20,ORL,UTA,2025-12-19,ORL,ORL,1,0.4312,1.2829249092441042,100.0,28.29
A,PHO-GSW-2025-12-20,2025-12-20,PHO,GSW,2025-12-19,GSW,GSW,1,0.651492,1.5395645124767854,100.0,53.96
B,PHO-GSW-2025-12-20,2025-12-20,PHO,GSW,2025-12-19,PHO,GSW,0,0.48,2.577547629742829,100.0,-100.0
C,PHO-GSW-2025-12-20,2025-12-20,PHO,GSW,2025-12-19,GSW,GSW,1,0.6515,1.5395645124767854,100.0,53.96
A,POR-SAC-2025-12-20,2025-12-20,POR,SAC,2025-12-19,POR,POR,1,0.406187,1.2829249092441042,100.0,28.29
B,POR-SAC-2025-12-20,2025-12-20,POR,SAC,2025-12-19,POR,POR,1,0.43,1.2829249092441042,100.0,28.29
C,POR-SAC-2025-12-20,2025-12-20,POR,SAC,2025-12-19,POR,POR,1,0.4062,1.2829249092441042,100.0,28.29
A,WAS-MEM-2025-12-20,2025-12-20,WAS,MEM,2025-12-19,MEM,WAS,0,0.749355,1.1840493352621067,100.0,-100.0
B,WAS-MEM-2025-12-20,2025-12-20,WAS,MEM,2025-12-19,MEM,WAS,0,0.73,1.1840493352621067,100.0,-100.0
C,WAS-MEM-2025-12-20,2025-12-20,WAS,MEM,2025-12-19,MEM,WAS,0,0.7494,1.1840493352621067,100.0,-100.0
A,CHI-ATL-2025-12-21,2025-12-21,CHI,ATL,2025-12-20,ATL,CHI,0,0.588073,2.1075348929637956,100.0,-100.0
B,CHI-ATL-2025-12-21,2025-12-21,CHI,ATL,2025-12-20,CHI,CHI,1,0.47,1.776161052107465,100.0,77.62
C,CHI-ATL-2025-12-21,2025-12-21,CHI,ATL,2025-12-20,ATL,CHI,0,0.5881,2.1075348929637956,100.0,-100.0
A,HOU-SAC-2025-12-21,2025-12-21,HOU,SAC,2025-12-20,HOU,SAC,0,0.221418,1.2463014106447146,100.0,-100.0
B,HOU-SAC-2025-12-21,2025-12-21,HOU,SAC,2025-12-20,HOU,SAC,0,0.43,1.2463014106447146,100.0,-100.0
C,HOU-SAC-2025-12-21,2025-12-21,HOU,SAC,2025-12-20,HOU,SAC,0,0.2214,1.2463014106447146,100.0,-100.0
A,MIA-NYK-2025-12-21,2025-12-21,MIA,NYK,2025-12-20,NYK,NYK,1,0.709122,1.419985256803251,100.0,42.0
B,MIA-NYK-2025-12-21,2025-12-21,MIA,NYK,2025-12-20,NYK,NYK,1,0.63,1.419985256803251,100.0,42.0
C,MIA-NYK-2025-12-21,2025-12-21,MIA,NYK,2025-12-20,NYK,NYK,1,0.7091,1.419985256803251,100.0,42.0
A,MIL-MIN-2025-12-21,2025-12-21,MIL,MIN,2025-12-20,MIN,MIN,1,0.784127,1.3237554899786077,100.0,32.38
B,MIL-MIN-2025-12-21,2025-12-21,MIL,MIN,2025-12-20,MIN,MIN,1,0.58,1.3237554899786077,100.0,32.38
C,MIL-MIN-2025-12-21,2025-12-21,MIL,MIN,2025-12-20,MIN,MIN,1,0.7841,1.3237554899786077,100.0,32.38
A,SAS-WAS-2025-12-21,2025-12-21,SAS,WAS,2025-12-20,SAS,SAS,1,0.167196,1.1840493352621067,100.0,18.4
B,SAS-WAS-2025-12-21,2025-12-21,SAS,WAS,2025-12-20,SAS,SAS,1,0.38,1.1840493352621067,100.0,18.4
C,SAS-WAS-2025-12-21,2025-12-21,SAS,WAS,2025-12-20,SAS,SAS,1,0.1672,1.1840493352621067,100.0,18.4
A,TOR-BRK-2025-12-21,2025-12-21,TOR,BRK,2025-12-20,BRK,BRK,1,0.608978,2.4018704589028004,100.0,140.19
B,TOR-BRK-2025-12-21,2025-12-21,TOR,BRK,2025-12-20,TOR,BRK,0,0.43,1.6098968398025695,100.0,-100.0
C,TOR-BRK-2025-12-21,2025-12-21,TOR,BRK,2025-12-20,BRK,BRK,1,0.609,2.4018704589028004,100.0,140.19
A,CHO-CLE-2025-12-22,2025-12-22,CHO,CLE,2025-12-21,CLE,CLE,1,0.591378,1.2463014106447146,100.0,24.63
B,CHO-CLE-2025-12-22,2025-12-22,CHO,CLE,2025-12-21,CLE,CLE,1,0.63,1.2463014106447146,100.0,24.63
C,CHO-CLE-2025-12-22,2025-12-22,CHO,CLE,2025-12-21,CLE,CLE,1,0.5914,1.2463014106447146,100.0,24.63
A,DAL-NOP-2025-12-22,2025-12-22,DAL,NOP,2025-12-21,NOP,NOP,1,0.538376,2.044109227706064,100.0,104.41
B,DAL-NOP-2025-12-22,2025-12-22,DAL,NOP,2025-12-21,NOP,NOP,1,0.53,2.044109227706064,100.0,104.41
C,DAL-NOP-2025-12-22,2025-12-22,DAL,NOP,2025-12-21,DAL,NOP,0,0.4616,1.8238544966618404,100.0,-100.0
A,DET-POR-2025-12-22,2025-12-22,DET,POR,2025-12-21,DET,DET,1,0.284386,1.3692645512979118,100.0,36.93
B,DET-POR-2025-12-22,2025-12-22,DET,POR,2025-12-21,DET,DET,1,0.43,1.3692645512979118,100.0,36.93
C,DET-POR-2025-12-22,2025-12-22,DET,POR,2025-12-21,DET,DET,1,0.2844,1.3692645512979118,100.0,36.93
A,IND-BOS-2025-12-22,2025-12-22,IND,BOS,2025-12-21,BOS,BOS,1,0.784622,1.3237554899786077,100.0,32.38
B,IND-BOS-2025-12-22,2025-12-22,IND,BOS,2025-12-21,BOS,BOS,1,0.68,1.3237554899786077,100.0,32.38
C,IND-BOS-2025-12-22,2025-12-22,IND,BOS,2025-12-21,BOS,BOS,1,0.7846,1.3237554899786077,100.0,32.38
A,MEM-OKC-2025-12-22,2025-12-22,MEM,OKC,2025-12-21,OKC,OKC,1,0.837315,1.1131462361828037,100.0,11.31
B,MEM-OKC-2025-12-22,2025-12-22,MEM,OKC,2025-12-21,OKC,OKC,1,0.68,1.1131462361828037,100.0,11.31
C,MEM-OKC-2025-12-22,2025-12-22,MEM,OKC,2025-12-21,OKC,OKC,1,0.8373,1.1131462361828037,100.0,11.31
A,ORL-GSW-2025-12-22,2025-12-22,ORL,GSW,2025-12-21,GSW,GSW,1,0.579127,1.5395645124767854,100.0,53.96
B,ORL-GSW-2025-12-22,2025-12-22,ORL,GSW,2025-12-21,ORL,GSW,0,0.48,2.577547629742829,100.0,-100.0
C,ORL-GSW-2025-12-22,2025-12-22,ORL,GSW,2025-12-21,GSW,GSW,1,0.5791,1.5395645124767854,100.0,53.96
A,UTA-DEN-2025-12-22,2025-12-22,UTA,DEN,2025-12-21,DEN,DEN,1,0.758056,1.0109853331329068,100.0,1.1
B,UTA-DEN-2025-12-22,2025-12-22,UTA,DEN,2025-12-21,DEN,DEN,1,0.73,1.0109853331329068,100.0,1.1
